gene,polyA_group,feature_type,feature_id,chrom,start,end,strand,transcripts,transcript_names,avg_utr_length,min_utr_length,max_utr_length,evidence_tier
ITGB2,ITGB2_polyA1,last_exon_group,ITGB2_polyA1_exon_ENST00000909415,21,44885966,44886430,-,ENST00000909415,ITGB2-231,1401.047619047619,405,21117,tier1_group
ITGB2,ITGB2_polyA2,polyA_window,ITGB2_polyA2_window,21,44885850,44886250,-,ENST00000909412,ITGB2-228,321.0,321,321,tier3_polyA
ITGB2,ITGB2_polyA2,last_exon_group,ITGB2_polyA2_exon_ENST00000909412,21,44886050,44886430,-,ENST00000909412,ITGB2-228,321.0,321,321,tier1_group
ITGB2,ITGB2_polyA3,polyA_window,ITGB2_polyA3_window,21,44886133,44886533,-,ENST00000479202,ITGB2-210,,,,tier3_polyA
ITGB2,ITGB2_polyA3,last_exon_group,ITGB2_polyA3_exon_ENST00000479202,21,44886333,44886430,-,ENST00000479202,ITGB2-210,,,,tier1_group
ITGB2,ITGB2_polyA4,polyA_window,ITGB2_polyA4_window,21,44898867,44899267,-,ENST00000320216,ITGB2-202,0.0,0,0,tier3_polyA
ITGB2,ITGB2_polyA4,last_exon_group,ITGB2_polyA4_exon_ENST00000320216,21,44899067,44899162,-,ENST00000320216,ITGB2-202,0.0,0,0,tier1_group
ITGB2,ITGB2_polyA5,polyA_window,ITGB2_polyA5_window,21,44901351,44901751,-,ENST00000521987,ITGB2-217,,,,tier3_polyA
ITGB2,ITGB2_polyA5,last_exon_group,ITGB2_polyA5_exon_ENST00000521987,21,44901551,44901830,-,ENST00000521987,ITGB2-217,,,,tier1_group
ITGB2,ITGB2_polyA6,polyA_window,ITGB2_polyA6_window,21,44903174,44903574,-,ENST00000523663;ENST00000522931,ITGB2-223;ITGB2-220,0.0,0,0,tier3_polyA
ITGB2,ITGB2_polyA6,last_exon_group,ITGB2_polyA6_exon_ENST00000523663,21,44903365,44903535,-,ENST00000523663,ITGB2-223,0.0,0,0,tier1_group
ITGB2,ITGB2_polyA6,last_exon_group,ITGB2_polyA6_exon_ENST00000522931,21,44903384,44903535,-,ENST00000522931,ITGB2-220,0.0,0,0,tier1_group
ITGB2,ITGB2_polyA7,polyA_window,ITGB2_polyA7_window,21,44903308,44903708,-,ENST00000517563;ENST00000522688;ENST00000520389,ITGB2-213;ITGB2-219;ITGB2-216,1186.0,0,3558,tier3_polyA
ITGB2,ITGB2_polyA7,last_exon_group,ITGB2_polyA7_exon_ENST00000517563,21,44903503,44903535,-,ENST00000517563,ITGB2-213,1186.0,0,3558,tier1_group
ITGB2,ITGB2_polyA7,last_exon_group,ITGB2_polyA7_exon_ENST00000522688,21,44903508,44903535,-,ENST00000522688,ITGB2-219,1186.0,0,3558,tier1_group
ITGB2,ITGB2_polyA7,last_exon_group,ITGB2_polyA7_exon_ENST00000520389,21,44903515,44903535,-,ENST00000520389,ITGB2-216,1186.0,0,3558,tier1_group
ITGB2,ITGB2_polyA8,polyA_window,ITGB2_polyA8_window,21,44906725,44907125,-,ENST00000524251,ITGB2-224,0.0,0,0,tier3_polyA
ITGB2,ITGB2_polyA8,last_exon_group,ITGB2_polyA8_exon_ENST00000524251,21,44906925,44907095,-,ENST00000524251,ITGB2-224,0.0,0,0,tier1_group
ITGB2,ITGB2_polyA9,polyA_window,ITGB2_polyA9_window,21,44906832,44907232,-,ENST00000517819,ITGB2-214,0.0,0,0,tier3_polyA
ITGB2,ITGB2_polyA9,last_exon_group,ITGB2_polyA9_exon_ENST00000517819,21,44907032,44907095,-,ENST00000517819,ITGB2-214,0.0,0,0,tier1_group
ITGB2,ITGB2_polyA10,polyA_window,ITGB2_polyA10_window,21,44907787,44908187,-,ENST00000397846;ENST00000479849,ITGB2-204;ITGB2-211,19.0,19,19,tier3_polyA
ITGB2,ITGB2_polyA10,last_exon_group,ITGB2_polyA10_exon_ENST00000397846,21,44907987,44908182,-,ENST00000397846,ITGB2-204,19.0,19,19,tier1_group
ITGB2,ITGB2_polyA10,last_exon_group,ITGB2_polyA10_exon_ENST00000479849,21,44907987,44908182,-,ENST00000479849,ITGB2-211,19.0,19,19,tier1_group
ITGB2,ITGB2_polyA11,polyA_window,ITGB2_polyA11_window,21,44909120,44909520,-,ENST00000523126,ITGB2-221,,,,tier3_polyA
ITGB2,ITGB2_polyA11,last_exon_group,ITGB2_polyA11_exon_ENST00000523126,21,44909320,44909491,-,ENST00000523126,ITGB2-221,,,,tier1_group
ITGB2,ITGB2_polyA12,polyA_window,ITGB2_polyA12_window,21,44910102,44910502,-,ENST00000521995;ENST00000518033,ITGB2-218;ITGB2-215,0.0,0,0,tier3_polyA
ITGB2,ITGB2_polyA12,last_exon_group,ITGB2_polyA12_exon_ENST00000521995,21,44910284,44910372,-,ENST00000521995,ITGB2-218,0.0,0,0,tier1_group
ITGB2,ITGB2_polyA12,last_exon_group,ITGB2_polyA12_exon_ENST00000518033,21,44910321,44910785,-,ENST00000518033,ITGB2-215,0.0,0,0,tier1_group
ITGB3,ITGB3_polyA1,polyA_window,ITGB3_polyA1_window,17,47291287,47291687,+,ENST00000571680,ITGB3-202,330.0,330,330,tier3_polyA
ITGB3,ITGB3_polyA1,last_exon_group,ITGB3_polyA1_exon_ENST00000571680,17,47290954,47291487,+,ENST00000571680,ITGB3-202,330.0,330,330,tier1_group
ITGB3,ITGB3_polyA2,polyA_window,ITGB3_polyA2_window,17,47291971,47292371,+,ENST00000573377,ITGB3-203,1014.0,1014,1014,tier3_polyA
ITGB3,ITGB3_polyA2,last_exon_group,ITGB3_polyA2_exon_ENST00000573377,17,47292139,47292171,+,ENST00000573377,ITGB3-203,1014.0,1014,1014,tier1_group
ITGB3,ITGB3_polyA3,polyA_window,ITGB3_polyA3_window,17,47307926,47308326,+,ENST00000696963,ITGB3-204,450.0,450,450,tier3_polyA
ITGB3,ITGB3_polyA3,last_exon_group,ITGB3_polyA3_exon_ENST00000696963,17,47307471,47308126,+,ENST00000696963,ITGB3-204,450.0,450,450,tier1_group
ITGB3,ITGB3_polyA4,polyA_window,ITGB3_polyA4_window,17,47313543,47313943,+,ENST00000559488,ITGB3-201,3542.0,3542,3542,tier3_polyA
ITGB3,ITGB3_polyA4,last_exon_group,ITGB3_polyA4_exon_ENST00000559488,17,47310139,47313743,+,ENST00000559488,ITGB3-201,3542.0,3542,3542,tier1_group
ITGB4,ITGB4_polyA1,polyA_window,ITGB4_polyA1_window,17,75739705,75740105,+,ENST00000584374,ITGB4-211,,,,tier3_polyA
ITGB4,ITGB4_polyA1,last_exon_group,ITGB4_polyA1_exon_ENST00000584374,17,75739880,75739905,+,ENST00000584374,ITGB4-211,,,,tier1_group
ITGB4,ITGB4_polyA2,polyA_window,ITGB4_polyA2_window,17,75740905,75741305,+,ENST00000580542,ITGB4-207,,,,tier3_polyA
ITGB4,ITGB4_polyA2,last_exon_group,ITGB4_polyA2_exon_ENST00000580542,17,75740982,75741105,+,ENST00000580542,ITGB4-207,,,,tier1_group
ITGB4,ITGB4_polyA3,polyA_window,ITGB4_polyA3_window,17,75742457,75742857,+,ENST00000584558,ITGB4-212,,,,tier3_polyA
ITGB4,ITGB4_polyA3,last_exon_group,ITGB4_polyA3_exon_ENST00000584558,17,75742582,75742657,+,ENST00000584558,ITGB4-212,,,,tier1_group
ITGB4,ITGB4_polyA4,polyA_window,ITGB4_polyA4_window,17,75748845,75749245,+,ENST00000584025,ITGB4-210,,,,tier3_polyA
ITGB4,ITGB4_polyA4,last_exon_group,ITGB4_polyA4_exon_ENST00000584025,17,75748841,75749045,+,ENST00000584025,ITGB4-210,,,,tier1_group
ITGB4,ITGB4_polyA5,polyA_window,ITGB4_polyA5_window,17,75755593,75755993,+,ENST00000579211;ENST00000583327,ITGB4-205;ITGB4-209,,,,tier3_polyA
ITGB4,ITGB4_polyA5,last_exon_group,ITGB4_polyA5_exon_ENST00000579211,17,75755701,75755778,+,ENST00000579211,ITGB4-205,,,,tier1_group
ITGB4,ITGB4_polyA5,last_exon_group,ITGB4_polyA5_exon_ENST00000583327,17,75755701,75755808,+,ENST00000583327,ITGB4-209,,,,tier1_group
ITGB4,ITGB4_polyA6,polyA_window,ITGB4_polyA6_window,17,75756802,75757202,+,ENST00000584939,ITGB4-213,0.0,0,0,tier3_polyA
ITGB4,ITGB4_polyA6,last_exon_group,ITGB4_polyA6_exon_ENST00000584939,17,75756943,75757002,+,ENST00000584939,ITGB4-213,0.0,0,0,tier1_group
ITGB4,ITGB4_polyA7,polyA_window,ITGB4_polyA7_window,17,75757404,75757804,+,ENST00000579662,ITGB4-206,52.0,52,52,tier3_polyA
ITGB4,ITGB4_polyA7,last_exon_group,ITGB4_polyA7_exon_ENST00000579662,17,75757416,75757604,+,ENST00000579662,ITGB4-206,52.0,52,52,tier1_group
ITGB4,ITGB4_polyA8,polyA_window,ITGB4_polyA8_window,17,75757617,75758017,+,ENST00000948790;ENST00000864031;ENST00000864039;ENST00000948789;ENST00000450894;ENST00000948787;ENST00000864026;ENST00000864041;ENST00000948786;ENST00000948793;ENST00000864040;ENST00000948788;ENST00000948794;ENST00000200181;ENST00000449880;ENST00000578318;ENST00000582629;ENST00000864029;ENST00000864030;ENST00000864032;ENST00000864034;ENST00000864037;ENST00000864038;ENST00000939590;ENST00000948792;ENST00000864033;ENST00000864035;ENST00000864036;ENST00000948785;ENST00000948791;ENST00000864027;ENST00000864028,ITGB4-236;ITGB4-219;ITGB4-227;ITGB4-235;ITGB4-203;ITGB4-233;ITGB4-214;ITGB4-229;ITGB4-232;ITGB4-239;ITGB4-228;ITGB4-234;ITGB4-240;ITGB4-201;ITGB4-202;ITGB4-204;ITGB4-208;ITGB4-217;ITGB4-218;ITGB4-220;ITGB4-222;ITGB4-225;ITGB4-226;ITGB4-230;ITGB4-238;ITGB4-221;ITGB4-223;ITGB4-224;ITGB4-231;ITGB4-237;ITGB4-215;ITGB4-216,267.84375,116,500,tier3_polyA
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948790,17,75757416,75757812,+,ENST00000948790,ITGB4-236,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864031,17,75757416,75757813,+,ENST00000864031,ITGB4-219,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864039,17,75757416,75757813,+,ENST00000864039,ITGB4-227,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948789,17,75757416,75757814,+,ENST00000948789,ITGB4-235,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000450894,17,75757416,75757815,+,ENST00000450894,ITGB4-203,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948787,17,75757416,75757815,+,ENST00000948787,ITGB4-233,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864026,17,75757416,75757816,+,ENST00000864026,ITGB4-214,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864041,17,75757416,75757816,+,ENST00000864041,ITGB4-229,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948786,17,75757416,75757816,+,ENST00000948786,ITGB4-232,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948793,17,75757416,75757816,+,ENST00000948793,ITGB4-239,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864040,17,75757416,75757817,+,ENST00000864040,ITGB4-228,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948788,17,75757416,75757817,+,ENST00000948788,ITGB4-234,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948794,17,75757416,75757817,+,ENST00000948794,ITGB4-240,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000200181,17,75757416,75757818,+,ENST00000200181,ITGB4-201,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000449880,17,75757416,75757818,+,ENST00000449880,ITGB4-202,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000578318,17,75757200,75757818,+,ENST00000578318,ITGB4-204,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000582629,17,75757626,75757818,+,ENST00000582629,ITGB4-208,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864029,17,75757416,75757818,+,ENST00000864029,ITGB4-217,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864030,17,75757416,75757818,+,ENST00000864030,ITGB4-218,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864032,17,75757416,75757818,+,ENST00000864032,ITGB4-220,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864034,17,75757416,75757818,+,ENST00000864034,ITGB4-222,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864037,17,75757416,75757818,+,ENST00000864037,ITGB4-225,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864038,17,75757416,75757818,+,ENST00000864038,ITGB4-226,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000939590,17,75757416,75757818,+,ENST00000939590,ITGB4-230,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948792,17,75757416,75757818,+,ENST00000948792,ITGB4-238,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864033,17,75757416,75757819,+,ENST00000864033,ITGB4-221,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864035,17,75757416,75757819,+,ENST00000864035,ITGB4-223,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864036,17,75757416,75757819,+,ENST00000864036,ITGB4-224,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948785,17,75757416,75757819,+,ENST00000948785,ITGB4-231,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000948791,17,75757416,75757820,+,ENST00000948791,ITGB4-237,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864027,17,75757416,75757821,+,ENST00000864027,ITGB4-215,267.84375,116,500,tier1_group
ITGB4,ITGB4_polyA8,last_exon_group,ITGB4_polyA8_exon_ENST00000864028,17,75757416,75757821,+,ENST00000864028,ITGB4-216,267.84375,116,500,tier1_group
ITGB5,ITGB5_polyA1,polyA_window,ITGB5_polyA1_window,3,124761750,124762150,-,ENST00000296181;ENST00000935895;ENST00000935896;ENST00000905025;ENST00000935897,ITGB5-201;ITGB5-216;ITGB5-217;ITGB5-214;ITGB5-218,1675.6,1672,1678,tier3_polyA
ITGB5,ITGB5_polyA1,last_exon_group,ITGB5_polyA1_exon_ENST00000296181,3,124761948,124763718,-,ENST00000296181,ITGB5-201,1675.6,1672,1678,tier1_group
ITGB5,ITGB5_polyA1,last_exon_group,ITGB5_polyA1_exon_ENST00000935895,3,124761948,124763718,-,ENST00000935895,ITGB5-216,1675.6,1672,1678,tier1_group
ITGB5,ITGB5_polyA1,last_exon_group,ITGB5_polyA1_exon_ENST00000935896,3,124761948,124763718,-,ENST00000935896,ITGB5-217,1675.6,1672,1678,tier1_group
ITGB5,ITGB5_polyA1,last_exon_group,ITGB5_polyA1_exon_ENST00000905025,3,124761954,124763718,-,ENST00000905025,ITGB5-214,1675.6,1672,1678,tier1_group
ITGB5,ITGB5_polyA1,last_exon_group,ITGB5_polyA1_exon_ENST00000935897,3,124761954,124763718,-,ENST00000935897,ITGB5-218,1675.6,1672,1678,tier1_group
ITGB5,ITGB5_polyA2,polyA_window,ITGB5_polyA2_window,3,124762752,124763152,-,ENST00000460797;ENST00000935898;ENST00000935899;ENST00000935900;ENST00000935904;ENST00000935905;ENST00000935909;ENST00000935902;ENST00000935903;ENST00000965613;ENST00000935907;ENST00000965612;ENST00000965614;ENST00000935901;ENST00000935906;ENST00000905026;ENST00000935908,ITGB5-202;ITGB5-219;ITGB5-220;ITGB5-221;ITGB5-225;ITGB5-226;ITGB5-230;ITGB5-223;ITGB5-224;ITGB5-233;ITGB5-228;ITGB5-232;ITGB5-234;ITGB5-222;ITGB5-227;ITGB5-215;ITGB5-229,673.4375,658,678,tier3_polyA
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000460797,3,124762948,124763718,-,ENST00000460797,ITGB5-202,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935898,3,124762948,124763718,-,ENST00000935898,ITGB5-219,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935899,3,124762948,124763718,-,ENST00000935899,ITGB5-220,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935900,3,124762948,124763718,-,ENST00000935900,ITGB5-221,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935904,3,124762948,124763718,-,ENST00000935904,ITGB5-225,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935905,3,124762948,124763718,-,ENST00000935905,ITGB5-226,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935909,3,124762948,124763718,-,ENST00000935909,ITGB5-230,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935902,3,124762950,124763718,-,ENST00000935902,ITGB5-223,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935903,3,124762950,124763718,-,ENST00000935903,ITGB5-224,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000965613,3,124762950,124763718,-,ENST00000965613,ITGB5-233,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935907,3,124762951,124763718,-,ENST00000935907,ITGB5-228,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000965612,3,124762951,124763718,-,ENST00000965612,ITGB5-232,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000965614,3,124762951,124763718,-,ENST00000965614,ITGB5-234,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935901,3,124762953,124763718,-,ENST00000935901,ITGB5-222,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935906,3,124762961,124763718,-,ENST00000935906,ITGB5-227,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000905026,3,124762968,124763718,-,ENST00000905026,ITGB5-215,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA2,last_exon_group,ITGB5_polyA2_exon_ENST00000935908,3,124762968,124763718,-,ENST00000935908,ITGB5-229,673.4375,658,678,tier1_group
ITGB5,ITGB5_polyA3,polyA_window,ITGB5_polyA3_window,3,124762965,124763365,-,ENST00000965615;ENST00000965616;ENST00000965617;ENST00000935910,ITGB5-235;ITGB5-236;ITGB5-237;ITGB5-231,461.0,455,463,tier3_polyA
ITGB5,ITGB5_polyA3,last_exon_group,ITGB5_polyA3_exon_ENST00000965615,3,124763163,124763718,-,ENST00000965615,ITGB5-235,461.0,455,463,tier1_group
ITGB5,ITGB5_polyA3,last_exon_group,ITGB5_polyA3_exon_ENST00000965616,3,124763163,124763718,-,ENST00000965616,ITGB5-236,461.0,455,463,tier1_group
ITGB5,ITGB5_polyA3,last_exon_group,ITGB5_polyA3_exon_ENST00000965617,3,124763163,124763718,-,ENST00000965617,ITGB5-237,461.0,455,463,tier1_group
ITGB5,ITGB5_polyA3,last_exon_group,ITGB5_polyA3_exon_ENST00000935910,3,124763171,124763718,-,ENST00000935910,ITGB5-231,461.0,455,463,tier1_group
ITGB5,ITGB5_polyA4,polyA_window,ITGB5_polyA4_window,3,124764257,124764657,-,ENST00000461306,ITGB5-203,,,,tier3_polyA
ITGB5,ITGB5_polyA4,last_exon_group,ITGB5_polyA4_exon_ENST00000461306,3,124764457,124764557,-,ENST00000461306,ITGB5-203,,,,tier1_group
ITGB5,ITGB5_polyA5,polyA_window,ITGB5_polyA5_window,3,124766030,124766430,-,ENST00000481591,ITGB5-207,0.0,0,0,tier3_polyA
ITGB5,ITGB5_polyA5,last_exon_group,ITGB5_polyA5_exon_ENST00000481591,3,124766230,124766345,-,ENST00000481591,ITGB5-207,0.0,0,0,tier1_group
ITGB5,ITGB5_polyA6,polyA_window,ITGB5_polyA6_window,3,124773619,124774019,-,ENST00000488466,ITGB5-209,0.0,0,0,tier3_polyA
ITGB5,ITGB5_polyA6,last_exon_group,ITGB5_polyA6_exon_ENST00000488466,3,124773819,124773912,-,ENST00000488466,ITGB5-209,0.0,0,0,tier1_group
ITGB5,ITGB5_polyA7,polyA_window,ITGB5_polyA7_window,3,124796365,124796765,-,ENST00000474838;ENST00000496703,ITGB5-205;ITGB5-210,0.0,0,0,tier3_polyA
ITGB5,ITGB5_polyA7,last_exon_group,ITGB5_polyA7_exon_ENST00000474838,3,124796540,124796817,-,ENST00000474838,ITGB5-205,0.0,0,0,tier1_group
ITGB5,ITGB5_polyA7,last_exon_group,ITGB5_polyA7_exon_ENST00000496703,3,124796591,124796817,-,ENST00000496703,ITGB5-210,0.0,0,0,tier1_group
ITGB5,ITGB5_polyA8,polyA_window,ITGB5_polyA8_window,3,124817421,124817821,-,ENST00000476988,ITGB5-206,,,,tier3_polyA
ITGB5,ITGB5_polyA8,last_exon_group,ITGB5_polyA8_exon_ENST00000476988,3,124817621,124817710,-,ENST00000476988,ITGB5-206,,,,tier1_group
ITGB5,ITGB5_polyA9,polyA_window,ITGB5_polyA9_window,3,124821131,124821531,-,ENST00000465464,ITGB5-204,27227.0,27227,27227,tier3_polyA
ITGB5,ITGB5_polyA9,last_exon_group,ITGB5_polyA9_exon_ENST00000465464,3,124821331,124821474,-,ENST00000465464,ITGB5-204,27227.0,27227,27227,tier1_group
ITGB5,ITGB5_polyA10,polyA_window,ITGB5_polyA10_window,3,124841221,124841621,-,ENST00000608657,ITGB5-212,0.0,0,0,tier3_polyA
ITGB5,ITGB5_polyA10,last_exon_group,ITGB5_polyA10_exon_ENST00000608657,3,124841421,124841551,-,ENST00000608657,ITGB5-212,0.0,0,0,tier1_group
ITGB5,ITGB5_polyA11,polyA_window,ITGB5_polyA11_window,3,124848189,124848589,-,ENST00000483168;ENST00000608107,ITGB5-208;ITGB5-211,0.0,0,0,tier3_polyA
ITGB5,ITGB5_polyA11,last_exon_group,ITGB5_polyA11_exon_ENST00000483168,3,124848359,124848558,-,ENST00000483168,ITGB5-208,0.0,0,0,tier1_group
ITGB5,ITGB5_polyA11,last_exon_group,ITGB5_polyA11_exon_ENST00000608107,3,124848419,124848558,-,ENST00000608107,ITGB5-211,0.0,0,0,tier1_group
ITGB5,ITGB5_polyA12,polyA_window,ITGB5_polyA12_window,3,124894252,124894652,-,ENST00000608945,ITGB5-213,,,,tier3_polyA
ITGB5,ITGB5_polyA12,last_exon_group,ITGB5_polyA12_exon_ENST00000608945,3,124894452,124894639,-,ENST00000608945,ITGB5-213,,,,tier1_group
ITGB6,ITGB6_polyA1,polyA_window,ITGB6_polyA1_window,2,160099472,160099872,-,ENST00000873501;ENST00000620391;ENST00000283249;ENST00000409583;ENST00000958490;ENST00000873502;ENST00000958491;ENST00000958489;ENST00000873503;ENST00000958492,ITGB6-211;ITGB6-209;ITGB6-201;ITGB6-202;ITGB6-215;ITGB6-212;ITGB6-216;ITGB6-214;ITGB6-213;ITGB6-217,11450.2,2058,95908,tier3_polyA
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000873501,2,160099664,160101834,-,ENST00000873501,ITGB6-211,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000620391,2,160099667,160101834,-,ENST00000620391,ITGB6-209,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000283249,2,160099671,160101834,-,ENST00000283249,ITGB6-201,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000409583,2,160099671,160101834,-,ENST00000409583,ITGB6-202,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000958490,2,160099673,160101834,-,ENST00000958490,ITGB6-215,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000873502,2,160099674,160101834,-,ENST00000873502,ITGB6-212,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000958491,2,160099674,160101834,-,ENST00000958491,ITGB6-216,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000958489,2,160099675,160101834,-,ENST00000958489,ITGB6-214,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000873503,2,160099678,160101834,-,ENST00000873503,ITGB6-213,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA1,last_exon_group,ITGB6_polyA1_exon_ENST00000958492,2,160099681,160101834,-,ENST00000958492,ITGB6-217,11450.2,2058,95908,tier1_group
ITGB6,ITGB6_polyA2,polyA_window,ITGB6_polyA2_window,2,160100077,160100477,-,ENST00000958493,ITGB6-218,1462.0,1462,1462,tier3_polyA
